300,466,397,441,402,459,304,484
226,168,364,153,376,283,239,298
601,338,741,327,750,480,610,491
498,197,625,187,632,304,505,314
270,329,377,311,394,429,286,446
1171,172,1314,169,1316,336,1173,339
824,32,865,22,869,41,828,51
1,367,299,359,306,636,7,644
308,534,403,525,416,694,321,703
590,168,640,166,641,190,591,192
573,146,617,145,617,158,573,159
273,278,351,263,355,288,277,302
560,19,753,19,753,192,560,193
994,343,1146,348,1142,476,990,471
913,67,992,61,999,160,918,166
1051,55,1106,47,1116,131,1060,138
91,595,178,589,184,713,98,719
556,322,614,316,624,419,566,425
983,596,1072,616,1053,710,964,689
555,166,602,164,605,221,558,224
1106,665,1172,667,1169,746,1103,743
69,317,139,324,130,423,61,415
329,454,443,436,458,546,344,563
201,597,291,591,301,780,214,786
464,67,546,79,529,216,447,203
337,573,389,552,396,566,339,590
896,538,967,530,972,616,904,619
1170,89,1246,79,1257,179,1181,189
1207,612,1292,604,1299,702,1215,709
603,577,800,605,783,733,587,705
1227,166,1270,168,1266,225,1224,222
1015,438,1143,470,1120,572,993,540
896,19,935,18,936,47,896,48
1158,671,1248,679,1244,735,1154,727
