499,538,785,519,798,731,512,751
75,680,125,674,130,723,79,729
664,254,888,259,885,409,660,403
961,268,1087,277,1082,354,956,345
491,7,675,22,663,188,479,173
796,36,828,39,823,96,791,93
882,581,929,574,943,676,896,684
860,331,902,333,901,362,859,361
902,317,952,319,950,404,900,403
520,62,563,63,562,111,519,110
193,275,256,282,250,343,188,337
1113,403,1322,391,1328,524,1120,536
573,167,635,160,646,271,583,278
249,369,529,357,539,604,258,616
1058,67,1169,72,1164,194,1053,189
577,329,630,340,616,420,563,409
1136,174,1277,164,1284,268,1142,278
780,236,853,241,852,257,780,252
362,262,439,271,427,385,350,376
70,89,190,99,178,271,58,261
514,368,645,391,615,561,488,538
911,280,935,275,944,328,920,333
231,157,287,162,287,178,230,172
1082,267,1151,252,1160,303,1091,317
1055,635,1124,632,1127,727,1059,730
412,193,523,215,509,304,396,286
743,175,816,168,822,249,749,256
559,394,622,417,617,437,554,414
630,388,669,394,666,418,627,412
517,245,554,240,560,306,522,311
186,479,258,487,247,580,177,573
82,446,202,467,187,566,67,545
909,90,978,97,973,156,903,149
634,195,663,197,661,248,631,247
958,206,1038,200,1041,282,961,289
216,211,242,211,241,268,215,267
0,226,92,226,96,306,0,306
684,120,742,102,767,214,709,232
