569,593,806,590,808,735,571,739
471,490,640,476,649,598,480,612
622,460,728,455,733,598,627,603
100,552,144,551,145,580,100,582
412,383,561,377,564,459,415,465
177,554,326,544,334,668,185,678
1158,582,1306,611,1292,694,1144,665
24,474,98,472,99,574,25,576
154,664,215,656,226,745,166,754
248,381,365,379,367,498,250,500
357,42,551,49,548,120,355,114
463,137,709,119,721,305,475,322
955,219,1162,223,1158,408,951,404
198,236,330,241,328,326,195,321
200,403,234,403,235,500,202,501
25,217,216,206,223,347,33,358
754,344,889,341,892,529,758,531
407,541,530,556,516,687,392,672
239,31,345,32,344,108,238,107
351,371,439,371,439,500,351,500
916,523,1062,518,1067,679,922,684
725,174,852,172,853,293,727,295
205,126,354,147,340,256,192,234
578,44,705,56,697,149,570,137
1183,363,1266,375,1258,441,1175,429
306,612,364,611,367,761,309,762
823,641,948,653,941,754,816,744
153,420,196,435,177,494,135,477
1186,471,1241,483,1231,540,1176,529
961,83,1055,96,1042,214,944,199
607,392,731,420,716,489,592,461
21,666,67,653,80,712,35,724
330,478,376,485,368,546,322,538
849,172,942,165,954,338,861,346
1016,653,1082,671,1071,719,1005,701
