314,363,488,351,501,549,326,561
1077,35,1179,54,1155,205,1053,186
170,517,235,508,240,550,175,560
124,323,176,322,177,342,124,343
1185,177,1292,166,1305,308,1198,319
844,486,1070,473,1081,696,855,709
875,262,1116,238,1134,451,894,476
116,270,204,261,216,401,128,410
213,423,274,419,279,508,218,511
64,667,132,658,141,741,73,750
32,569,94,557,114,670,52,683
1116,528,1278,525,1281,697,1119,701
158,531,383,530,383,764,159,764
502,191,541,190,541,205,502,206
664,518,777,516,779,656,666,659
1059,619,1110,618,1112,726,1061,727
539,476,629,470,636,587,545,593
553,184,624,180,629,288,558,292
214,209,266,206,268,255,217,258
528,292,594,288,599,380,533,384
595,110,761,103,768,275,602,283
250,173,363,171,364,248,252,250
460,88,615,99,608,222,453,212
824,22,897,32,877,208,804,198
331,186,505,197,495,386,321,375
1150,287,1320,298,1313,408,1144,396
386,221,433,238,428,255,382,238
382,307,421,313,417,348,378,342
829,272,932,302,913,383,810,363
1038,445,1083,453,1071,529,1026,521
