402,136,451,131,452,147,404,153
399,109,464,99,466,116,402,126
114,103,352,114,342,358,104,348
389,80,425,77,426,92,390,95
536,27,593,18,600,65,542,74
802,53,1012,42,1023,264,813,275
742,181,788,182,787,198,742,197
669,124,720,118,726,183,675,188
1016,23,1104,5,1131,160,1043,177
64,124,153,137,140,244,50,231
1084,45,1157,6,1166,26,1093,65
1087,95,1142,75,1154,115,1099,134
912,418,979,443,959,505,892,481
608,203,671,195,682,309,620,317
361,500,431,494,433,519,363,525
738,126,793,121,797,175,742,180
430,178,464,191,454,224,420,212
427,74,469,69,471,87,429,92
1185,133,1273,116,1284,180,1196,196
334,214,374,216,371,285,330,283
374,185,449,183,453,314,378,316
179,484,227,468,247,538,199,554
281,403,437,429,427,500,271,473
997,397,1043,416,1022,471,977,452
565,540,831,521,843,719,577,738
806,558,966,549,974,718,814,727
321,685,370,675,372,689,324,699
1020,315,1051,322,1038,385,1008,378
433,145,485,155,478,193,427,183
569,393,634,407,609,538,544,524
310,620,355,612,359,633,313,641
284,352,399,330,410,388,295,410
1038,208,1081,205,1084,264,1042,268
24,499,165,471,190,612,49,641
320,571,378,556,382,575,325,590
1124,477,1176,489,1157,583,1105,571
61,326,164,314,177,441,75,453
209,318,238,317,239,360,211,361
1059,295,1104,304,1095,357,1050,348
4,421,56,407,71,472,18,487
419,499,498,498,499,581,420,581
1,283,96,286,95,341,0,337
723,199,791,179,810,246,738,266
423,569,482,573,478,642,420,639
375,592,415,583,420,609,381,618
119,269,167,266,171,335,124,337
393,311,454,299,471,399,410,411
407,454,478,430,498,497,428,521
984,147,1036,128,1049,170,997,188
48,590,73,583,82,623,57,629
764,489,895,506,886,579,759,558
1154,393,1184,405,1172,442,1142,431
488,435,582,449,546,725,453,711
411,267,463,269,462,286,411,283
1057,268,1084,264,1088,295,1061,299
446,272,478,268,483,329,451,332
419,400,453,403,451,436,417,434
534,348,592,349,591,427,532,425
