469,226,697,202,710,357,483,380
899,48,959,43,961,70,901,75
399,606,466,582,476,612,409,636
810,278,868,278,868,293,810,294
509,528,642,536,628,721,495,713
1016,13,1265,6,1268,138,1019,145
995,439,1238,465,1212,747,969,721
39,51,187,14,196,55,48,93
770,280,809,277,810,291,771,293
1034,214,1168,207,1175,372,1041,380
607,562,898,539,912,751,622,774
234,616,318,609,326,717,242,724
442,645,482,660,475,680,435,665
174,410,243,413,240,491,171,489
250,122,313,143,307,164,244,143
530,139,645,133,649,229,535,235
809,158,880,155,883,244,812,247
618,482,683,499,667,566,603,549
348,477,511,430,538,535,374,581
961,125,1084,123,1085,213,962,215
385,296,440,290,453,408,397,415
291,40,485,37,488,187,293,190
748,286,916,278,923,452,756,461
154,297,261,320,238,440,132,417
217,111,251,122,245,143,211,132
746,462,817,453,820,487,749,494
566,397,790,367,815,589,591,619
894,412,1055,381,1076,510,915,540
105,92,248,83,258,232,115,242
1161,489,1314,524,1295,616,1144,578
373,227,421,238,407,305,359,294
806,338,830,336,831,356,806,357
683,357,714,349,730,422,699,430
353,633,407,631,410,744,356,746
899,215,1001,196,1022,318,920,340
540,329,584,327,586,399,542,400
877,75,941,80,936,183,872,181
197,169,217,167,220,205,200,207
13,612,133,602,143,743,23,752
411,209,461,209,461,306,411,306
180,188,224,183,235,295,191,300
366,321,388,319,392,391,369,392
