400,121,673,111,678,280,405,290
1120,273,1179,270,1180,293,1121,297
1090,169,1214,164,1215,193,1091,197
1176,270,1243,266,1244,289,1177,294
1084,142,1211,136,1212,163,1085,169
1208,213,1269,209,1270,235,1210,239
135,624,284,613,295,768,145,779
1208,137,1266,135,1268,210,1211,213
742,627,820,619,827,699,749,707
1154,216,1208,210,1211,239,1157,246
531,263,628,259,631,357,535,361
391,272,441,269,445,338,395,341
625,606,739,594,754,766,641,777
222,159,443,157,444,339,224,341
33,614,178,591,190,679,46,702
644,329,668,327,669,343,645,345
676,276,711,272,721,364,685,368
1068,472,1206,485,1194,643,1055,630
1141,418,1238,429,1228,526,1131,514
753,540,1014,514,1031,718,770,743
70,442,242,453,236,569,65,559
394,445,461,429,473,480,406,498
1246,264,1284,257,1288,286,1251,292
303,551,470,520,497,685,330,717
155,290,256,298,248,409,147,401
838,400,888,396,894,484,844,487
569,86,682,76,691,153,576,165
759,407,837,419,823,522,746,510
95,331,158,333,151,427,86,419
1211,280,1281,287,1274,364,1204,355
879,444,957,435,972,593,894,602
460,354,522,344,534,421,468,429
227,305,319,293,324,345,233,356
219,445,267,435,267,453,223,460
1142,613,1203,621,1200,667,1140,662
1009,575,1070,594,1046,682,985,663
1032,540,1062,546,1054,593,1024,587
42,94,128,83,141,198,54,208
108,192,244,206,235,309,98,295
1069,155,1103,159,1097,223,1063,220
