1024,537,1119,573,1107,612,1012,576
876,99,1107,92,1112,277,882,284
699,23,896,14,904,232,708,241
436,165,601,157,609,342,444,350
266,265,411,255,421,426,276,436
879,226,925,207,931,223,885,242
1088,94,1177,79,1197,215,1109,230
895,406,1139,387,1155,632,911,650
630,193,831,186,836,328,634,335
795,244,861,239,864,284,798,289
383,384,548,351,590,592,425,625
161,189,206,182,217,266,172,273
1120,236,1159,236,1159,339,1120,339
1055,187,1103,183,1105,209,1057,212
1195,78,1273,66,1286,153,1208,165
233,434,448,437,444,691,229,687
377,55,466,114,434,171,345,112
610,321,795,347,781,467,596,441
999,283,1127,273,1139,424,1011,436
1216,13,1272,1,1291,78,1235,92
115,260,249,268,243,382,109,374
800,278,915,294,904,368,791,351
780,350,940,369,929,486,769,468
748,419,818,433,801,531,730,517
800,463,943,498,923,588,781,554
207,96,289,107,282,217,196,208
1206,405,1296,398,1305,517,1214,524
133,525,242,515,254,682,149,692
920,305,1013,299,1015,391,923,397
33,301,77,293,81,344,40,344
109,207,171,227,149,297,87,274
629,529,791,528,791,710,629,710
