125,534,248,513,273,671,150,693
286,23,500,36,487,250,274,236
670,117,862,124,858,228,667,221
486,80,672,84,668,260,483,257
851,414,1171,413,1171,611,851,612
703,195,753,198,749,288,698,285
460,423,703,419,705,578,462,582
245,176,341,193,329,271,233,255
1126,290,1324,289,1325,427,1127,429
199,280,319,252,343,371,223,399
654,289,858,266,874,432,670,455
431,309,574,293,584,404,441,420
1101,309,1220,329,1215,359,1097,339
1034,299,1092,308,1090,330,1032,321
318,389,469,394,465,564,313,559
967,172,1137,163,1147,379,976,388
445,233,487,233,488,318,445,318
938,567,1097,578,1086,732,928,720
353,573,446,589,424,707,331,686
1077,559,1218,605,1198,674,1056,629
543,194,562,191,573,258,554,262
513,216,546,215,547,297,514,298
644,190,702,189,703,284,645,285
1172,487,1279,501,1267,598,1161,583
429,380,472,369,488,445,445,455
81,441,167,428,178,537,89,545
