227,297,335,293,336,323,228,327
290,170,425,157,428,188,293,202
809,150,995,135,1004,287,819,301
691,286,787,281,788,306,692,311
685,265,772,262,772,285,686,288
736,38,871,12,892,138,758,164
424,172,688,164,693,359,429,368
796,390,1057,383,1061,587,800,594
73,222,136,218,145,377,82,381
115,276,184,252,206,324,138,348
966,236,1093,224,1108,400,981,412
935,567,1140,536,1166,731,962,763
1018,65,1056,69,1051,121,1013,118
1157,502,1302,493,1309,626,1164,635
900,372,969,361,978,425,909,436
495,318,613,315,616,437,498,440
848,433,878,431,882,489,852,492
69,95,158,113,144,212,52,194
618,248,817,232,830,428,631,443
758,545,900,575,886,658,747,635
528,457,605,464,594,622,517,616
394,588,480,602,471,663,386,649
