742,223,839,236,830,302,733,289
306,35,482,42,475,253,299,245
489,136,601,144,597,206,485,198
765,112,827,104,837,184,775,192
520,41,691,37,694,163,522,167
561,50,605,52,604,79,559,76
219,195,406,199,402,425,215,420
617,144,689,148,682,283,610,279
396,396,671,384,679,624,404,636
254,511,380,509,382,729,256,730
495,650,638,636,648,750,504,765
423,587,514,584,517,654,425,658
623,465,763,461,766,604,627,608
764,295,806,297,805,313,762,310
391,655,459,647,465,710,396,717
819,8,876,0,896,85,838,98
768,309,808,311,808,326,766,321
767,321,804,322,804,337,767,335
849,586,944,585,945,741,850,741
267,416,410,409,414,535,273,543
776,342,814,342,814,356,776,354
843,312,895,326,891,363,835,348
793,191,948,210,927,419,771,401
535,256,603,246,620,370,551,380
682,582,723,580,728,669,686,671
755,330,781,329,781,345,756,346
