1021,267,1281,251,1294,494,1034,510
313,184,370,188,368,220,311,216
815,285,1020,282,1024,483,818,486
579,459,651,447,663,530,591,542
191,353,246,352,248,462,192,463
25,127,63,132,58,177,20,172
365,656,444,651,450,737,371,743
851,110,1062,141,1045,273,834,242
335,336,376,335,377,425,336,426
557,107,620,116,612,179,549,170
1202,136,1294,143,1287,252,1196,246
554,369,646,364,651,469,559,474
721,546,757,546,757,616,721,616
661,34,847,40,840,296,654,289
164,529,281,526,282,590,165,593
261,41,366,47,362,146,256,140
793,278,883,274,883,296,794,300
372,195,483,202,482,228,370,222
493,324,541,333,525,433,477,425
406,250,479,246,479,275,408,279
1221,333,1287,340,1280,422,1213,415
69,258,114,261,114,277,69,274
212,183,266,190,255,283,201,276
685,241,727,245,727,258,684,255
115,531,191,539,179,654,104,646
379,119,436,116,441,190,381,194
590,227,649,232,647,250,589,245
1109,80,1265,65,1273,163,1117,179
26,46,60,47,58,132,24,131
84,356,175,363,172,411,83,404
565,197,651,200,648,332,561,330
447,286,510,287,509,370,446,370
469,216,549,223,548,239,467,233
1118,171,1183,170,1185,283,1120,285
238,249,348,255,344,337,234,331
843,306,896,313,887,384,834,377
103,254,154,250,161,371,109,374
289,380,344,393,333,449,277,436
1223,0,1277,0,1286,52,1232,57
812,589,888,591,886,671,811,669
