415,358,516,346,520,378,419,390
809,361,916,343,932,450,825,469
403,330,528,296,536,332,411,366
200,326,319,299,335,377,215,405
682,463,734,452,750,544,698,555
516,352,579,341,587,400,524,410
29,357,123,351,130,477,36,483
9,524,66,512,82,593,25,606
227,389,317,374,330,461,240,476
435,465,468,459,477,521,444,527
462,489,595,467,622,649,489,672
610,141,774,135,778,261,614,268
646,29,713,28,714,43,646,44
152,105,237,94,243,153,158,163
538,210,613,194,636,308,561,325
237,155,366,154,367,217,238,218
550,34,666,28,673,170,557,176
391,35,475,26,481,104,398,114
318,170,471,167,472,315,320,317
992,4,1098,6,1094,209,988,206
841,65,884,64,886,132,844,134
206,13,341,7,348,175,213,181
35,614,100,599,115,671,49,686
1142,208,1191,196,1205,264,1156,276
885,184,999,187,996,334,882,330
106,624,183,611,194,689,117,702
379,580,422,563,445,644,399,654
875,232,916,231,916,267,875,268
1237,201,1274,198,1276,243,1242,243
1207,611,1247,615,1241,669,1202,664
1191,526,1225,537,1213,577,1179,565
1141,53,1200,61,1189,148,1130,140
0,34,80,34,80,146,0,146
257,591,293,583,312,682,276,690
1028,687,1059,692,1054,725,1023,720
