948,42,1020,34,1023,58,951,66
165,69,431,100,416,244,151,213
671,182,783,193,770,347,658,336
430,600,609,631,591,759,412,728
900,105,1034,113,1023,308,889,299
1148,301,1178,297,1180,310,1149,314
353,573,420,568,429,713,361,718
56,233,230,229,233,399,60,404
1182,283,1252,275,1260,355,1190,362
164,603,274,567,294,637,184,673
1188,607,1252,594,1263,655,1200,669
561,109,704,123,681,417,538,404
996,466,1079,459,1086,563,1003,568
125,392,189,396,185,488,121,485
279,243,524,240,527,435,283,439
706,361,807,365,803,499,703,495
1134,149,1194,133,1214,223,1154,239
894,318,1007,330,996,464,883,452
462,272,511,270,514,362,464,364
400,332,442,329,450,459,408,462
67,170,135,159,147,252,80,264
863,500,1006,493,1013,598,869,607
408,464,509,460,513,608,411,610
1091,497,1199,528,1172,635,1065,603
209,472,292,459,305,538,222,553
611,233,634,233,635,292,613,293
1082,156,1124,143,1138,196,1096,209
852,190,922,196,913,319,843,313
653,383,686,387,675,473,643,468
408,35,448,41,442,105,400,100
670,92,711,89,717,167,676,171
1200,469,1300,509,1279,570,1179,531
1009,199,1207,202,1201,401,1006,395
627,487,725,471,734,536,637,552
194,366,310,370,307,471,191,467
547,324,588,329,581,398,539,393
998,329,1031,332,1030,349,996,346
827,329,902,334,897,424,822,419
1095,33,1145,25,1148,46,1098,53
203,215,277,231,264,303,189,286
