504,283,553,274,557,297,508,307
942,278,1148,266,1159,460,952,471
466,292,507,283,512,309,471,318
1119,239,1171,234,1178,329,1126,333
16,262,149,245,164,380,30,397
309,181,449,173,457,331,317,338
719,255,828,245,837,353,728,363
477,299,539,280,566,377,504,397
1168,31,1292,28,1295,156,1170,158
445,218,540,210,543,261,449,268
400,338,440,330,450,392,409,399
279,365,386,343,413,491,306,513
1154,375,1274,373,1277,494,1156,496
237,392,302,373,319,438,253,458
549,223,603,216,611,299,557,305
1023,101,1125,93,1129,158,1027,166
403,45,573,30,584,172,414,187
1176,188,1294,179,1298,244,1180,252
864,7,1024,5,1026,157,866,159
58,397,129,380,136,417,65,433
648,140,694,139,694,154,648,155
995,18,1085,2,1101,106,1010,121
6,519,129,503,146,650,20,666
1107,100,1196,105,1190,219,1101,213
657,124,693,127,692,142,656,139
186,60,341,77,330,197,175,180
251,176,284,174,291,283,258,286
1016,435,1183,443,1176,621,1009,615
859,231,990,256,978,325,847,301
899,417,1037,431,1024,545,888,527
409,421,629,404,642,587,422,603
378,538,475,541,472,644,375,641
677,48,751,50,750,157,676,156
0,195,63,188,73,292,4,297
787,565,880,565,878,660,787,658
658,658,689,658,689,712,656,711
716,140,754,144,749,218,710,215
68,435,291,408,307,564,84,590
194,579,359,559,368,643,203,664
480,0,569,0,571,51,480,53
954,602,1001,622,986,664,939,644
561,583,615,585,611,645,557,640
451,605,524,612,516,698,443,691
729,475,891,487,884,582,721,570
604,114,679,107,687,202,612,209
699,630,766,631,765,717,698,716
720,25,768,25,768,50,720,51
