293,176,535,149,552,317,310,345
515,115,687,138,669,301,497,278
804,277,847,270,849,286,807,293
918,191,1028,151,1052,229,942,268
1083,68,1331,65,1334,323,1085,326
8,205,170,193,184,404,22,416
970,312,1035,312,1035,431,970,431
683,265,717,264,717,276,683,276
499,269,580,262,591,407,509,414
1019,596,1049,608,1040,631,1011,619
976,226,1024,222,1030,311,983,315
1002,65,1105,43,1131,185,1029,207
341,553,456,525,481,644,366,672
1068,261,1144,269,1130,422,1054,413
297,31,368,77,351,107,280,63
102,451,237,442,243,552,108,561
1039,613,1080,630,1072,652,1031,635
385,444,440,450,434,549,377,543
966,442,1137,447,1132,616,960,612
821,231,959,224,967,358,828,366
580,247,620,244,621,259,581,260
394,278,447,274,452,359,399,361
577,392,636,382,644,462,585,471
1144,488,1324,492,1322,633,1141,629
596,295,633,300,625,383,586,377
468,358,505,355,506,391,470,394
837,521,881,521,881,539,835,537
443,385,476,388,474,454,443,454
763,504,797,504,797,550,763,550
159,583,229,562,250,644,181,665
828,348,921,360,909,477,816,460
727,402,857,402,857,619,727,619
